module_address,module,did,response_length,name,name_en,name_zh,offset,size_bytes,bit_mask,bit_length,endian,signed,scale,add,unit,value_min,value_max,observed_samples,observed_min,observed_max,observed_range_withheld,confidence,evidence,source_report
0x28,VSA stability control (ABS/ESC),0x4007,56,BRAKE_HOLD_ACTIVE,Brake Hold enabled,Brake Hold 已激活,21,1,0x2,1,big,False,1,0,bool,0,1,3515,0,2,False,medium,"synchronous with the cluster bit `7021[7] bit7`; **verified by a single stationary press / cancel, needs repeating**","session 7 (2026-09-15), stationary guided action segments; session 8 (2026-09-16), stationary segments"
0x28,VSA stability control (ABS/ESC),0x4007,56,CLUTCH_PEDAL,Clutch pedal travel,离合踏板,24,1,,8,big,False,1,0,%,0,255,3515,0,100,False,high,"fully separated (0 / 100) across five stationary press-and-release cycles; intermediate values such as 3–36 appear when shifting on the move, so it is **travel in percent**, not a switch","session 7 (2026-09-15), stationary segment 2; session 8 (2026-09-16), gear changes while driving"
0x28,VSA stability control (ABS/ESC),0x4009,56,EPB_APPLIED,Electric parking brake applied,电子手刹已拉起 (VSA),9,1,,8,big,False,1,0,raw,0,255,2997,0,175,False,medium,the byte becomes 0xAF when the electric parking brake is applied; **single observation**,"session 8 (2026-09-16), stationary segment, single observation"
0x28,VSA stability control (ABS/ESC),0x4009,56,VEHICLE_SPEED_VSA,Vehicle speed (VSA),车速 (VSA),32,1,,8,big,False,1,0,km/h,0,255,2997,0,114,False,high,"integer speed, agrees with the ECM's",session 3 (2026-09-10)
0x30,EPS electric power steering,0x4818,56,VEHICLE_SPEED_COPY,Vehicle speed (EPS copy),车速 (EPS 副本),15,1,,8,big,False,1,0,km/h,0,255,1142,0,114,False,high,"EPS-side vehicle speed duplicate (16-bit ×0.01 in `48BD`, 8-bit integer in `4818`)",session 3 (2026-09-10)
0x30,EPS electric power steering,0x4818,56,WHEEL_SPEED_FL_8BIT,Wheel speed front left (8-bit),左前轮速 (整数),25,1,,8,big,False,1,0,km/h,0,255,1142,0,115,False,medium,1 km/h integer version; wheel order inferred from `48C4`,session 3 (2026-09-10)
0x30,EPS electric power steering,0x4818,56,WHEEL_SPEED_FR_8BIT,Wheel speed front right (8-bit),右前轮速 (整数),26,1,,8,big,False,1,0,km/h,0,255,1142,0,115,False,medium,same as above,session 3 (2026-09-10)
0x30,EPS electric power steering,0x4818,56,WHEEL_SPEED_RL_8BIT,Wheel speed rear left (8-bit),左后轮速 (整数),27,1,,8,big,False,1,0,km/h,0,255,1142,0,115,False,medium,same as above,session 3 (2026-09-10)
0x30,EPS electric power steering,0x4818,56,WHEEL_SPEED_RR_8BIT,Wheel speed rear right (8-bit),右后轮速 (整数),28,1,,8,big,False,1,0,km/h,0,255,1142,0,115,False,medium,same as above,session 3 (2026-09-10)
0x30,EPS electric power steering,0x48AC,56,STEER_MODE,Steering assist mode,转向助力模式,1,1,,8,big,False,1,0,enum,0,255,2083,1,3,False,high,"1 = comfort, 2 = sport, 3 = +R; a custom mode still reads 1. Consistent across three independent sessions, and the **only** confirmed drive-mode bit","session 7 (2026-09-15), per-segment analysis across a drive-mode sweep"
0x30,EPS electric power steering,0x48AC,56,STEER_MODE_AUX,Steering assist mode (aux byte),"转向助力模式 (第二字节, 候选)",2,1,,8,big,False,1,0,enum,0,255,2083,0,2,False,low,"a second byte that flips in step with the mode (comfort = 02, sport = 00, +R = 01); meaning unknown","session 7 (2026-09-15), per-segment analysis across a drive-mode sweep"
0x30,EPS electric power steering,0x48BD,56,STEER_ANGLE,Steering wheel angle,方向盘转角,11,2,,16,big,True,0.1,0,deg,-3276.8,3276.7,5164,-405.6,408.1,False,medium,"**0.1°/LSB is an assumption**: raw −4032 at full left lock, −26 at centre, and an eyeballed ~390° from centre to full lock gives 0.0974°/LSB. Full right lock was never captured and no instrument calibration was done",session 3 (2026-09-10); session 5 (2026-09-12)
0x30,EPS electric power steering,0x48BD,56,VEHICLE_SPEED_COPY,Vehicle speed (EPS copy),车速 (EPS 副本),15,2,,16,big,False,0.01,0,km/h,0,655.35,5164,0,113.99,False,medium,"EPS-side vehicle speed duplicate (16-bit ×0.01 in `48BD`, 8-bit integer in `4818`)",session 3 (2026-09-10); session 5 (2026-09-12)
0x30,EPS electric power steering,0x48BD,56,YAW_RATE_8BIT,Yaw rate (8-bit candidate),偏航率 (8 位候选),19,1,,8,big,False,1.13,-144.6,deg/s,-144.6,143.55,5164,-49.68,39.59,False,low,r = 0.976 against a v·tanδ/L model,session 3 (2026-09-10); session 5 (2026-09-12)
0x30,EPS electric power steering,0x48C0,56,YAW_RATE,Yaw rate,偏航角速度,0,2,,16,big,True,0.0045,0,deg/s,-147.456,147.4515,2798,-46.404,42.183,False,medium,"r = 0.982 against a model built on a 2.735 m wheelbase and a steering ratio of 13; positive is a right turn. **The scale is not calibrated**: a wheel-speed geometry method gives a pooled point estimate of 0.004214 with an error-budget interval of [0.00239, 0.00604], and the 43.4% systematic error dwarfs the 14.7% gap between the two candidate scales","session 3 (2026-09-10), model fit; error budget from the full-archive re-check (2026-09-20)"
0x30,EPS electric power steering,0x48C4,56,STEER_ANGLE_COPY,Steering wheel angle (copy),转向角 (副本),8,2,,16,big,True,0.1,0,deg,-3276.8,3276.7,3193,-405.4,408,False,medium,r = 0.96 against the steering angle in `48BD`,session 3 (2026-09-10)
0x30,EPS electric power steering,0x48C4,56,LATERAL_G_CANDIDATE,Lateral acceleration (EPS candidate),横向加速度 (候选),18,1,,8,big,True,0.005,0,g?,-0.64,0.635,3193,-0.35,0.435,False,low,r = 0.85 against a v²δ/L model; hard to separate from yaw rate over the speed range available,session 3 (2026-09-10); full-archive re-check (2026-09-20)
0x30,EPS electric power steering,0x48C4,56,WHEEL_SPEED_FL,Wheel speed front left,左前轮速,23,2,,16,big,False,0.01,0,km/h,0,655.35,3193,0,115.23,False,high,r = 0.997 against ECM vehicle speed; the wheel order comes from outer wheels running faster in a turn and front wheels faster under acceleration,session 3 (2026-09-10)
0x30,EPS electric power steering,0x48C4,56,WHEEL_SPEED_FR,Wheel speed front right,右前轮速,25,2,,16,big,False,0.01,0,km/h,0,655.35,3193,0,115.18,False,high,same as above,session 3 (2026-09-10)
0x30,EPS electric power steering,0x48C4,56,WHEEL_SPEED_RL,Wheel speed rear left,左后轮速,27,2,,16,big,False,0.01,0,km/h,0,655.35,3193,0,114.75,False,high,same as above,session 3 (2026-09-10)
0x30,EPS electric power steering,0x48C4,56,WHEEL_SPEED_RR,Wheel speed rear right,右后轮速,29,2,,16,big,False,0.01,0,km/h,0,655.35,3193,0,114.55,False,high,same as above,session 3 (2026-09-10)
0x60,Instrument cluster,0x7020,54,SEATBELT_WARN_CLUSTER,Seatbelt warning (cluster),安全带未系提示 (仪表),9,1,0x10,1,big,False,1,0,bool,0,1,480,0,16,False,medium,**inverted polarity** relative to the VSA bit (here 1 means not fastened),"session 8 (2026-09-16), stationary segment 5; startup-sequence review (2026-09-18)"
0x60,Instrument cluster,0x7020,54,EPB_INDICATOR_CLUSTER,Electric parking brake indicator (cluster),电子手刹指示 (仪表),11,1,0x20,1,big,False,1,0,bool,0,1,480,0,32,False,medium,set when the electric parking brake is applied; **single observation**,"session 8 (2026-09-16), stationary segment, single observation"
0x60,Instrument cluster,0x7021,54,BRAKE_HOLD_ACTIVE_CLUSTER,Brake Hold enabled (cluster),Brake Hold 已激活 (仪表),7,1,0x80,1,big,False,1,0,bool,0,1,480,0,128,False,medium,"synchronous with VSA `4007[21] bit1` (set at +77 s, cleared at +87 s)","session 7 (2026-09-15), stationary segment"
0x60,Instrument cluster,0x7022,54,ODOMETER_CLUSTER,Odometer (cluster),总里程 (仪表),6,3,,24,big,False,1,0,km,0,16777215,1394,,,True,high,same value and same unit (km) as the ECM odometer — **the public archive's «miles» is wrong**,"session 2 (2026-09-10), checked against the cluster odometer"
0x60,Instrument cluster,0x7028,54,AMBIENT_TEMP,Ambient temperature,车外温度,17,1,,8,big,False,1,0,degC,0,255,2059,26,34,False,high,"raw = 28 corresponds to 28 °C on the in-car display, with **no −40 offset** (the public archive's −40 does not hold on this car); `[15]` carries the same value. Negative-temperature encoding could never be verified at the capture location","session 2 (2026-09-10), against the in-car ambient temperature display"
0x60,Instrument cluster,0x7029,54,FUEL_LEVEL,Fuel level,油箱剩余油量,12,2,,16,big,False,0.01,0,L,0,655.35,1393,16.46,43.88,False,high,a smooth 16.57→16.46 L over ten minutes of idling (≈0.66 L/h),session 2 (2026-09-10)
